330.000000, 1020.000000
333.163445, 1019.967820
336.230735, 1019.872345
339.203662, 1019.715168
342.084019, 1019.497887
344.873601, 1019.222095
347.574199, 1018.889390
350.187608, 1018.501365
352.715621, 1018.059617
355.160030, 1017.565740
357.522630, 1017.021331
359.805213, 1016.427984
362.009572, 1015.787294
364.137502, 1015.100859
366.190795, 1014.370271
368.171244, 1013.597128
370.080643, 1012.783025
371.920785, 1011.929556
373.693464, 1011.038317
375.400471, 1010.110904
377.043602, 1009.148912
378.624649, 1008.153936
380.145405, 1007.127572
381.607663, 1006.071415
383.013218, 1004.987061
384.363861, 1003.876104
385.661387, 1002.740141
386.907588, 1001.580766
388.104259, 1000.399576
389.253191, 999.198165
390.356179, 997.978128
391.415015, 996.741062
392.431494, 995.488562
393.407407, 994.222222
394.344549, 992.943639
395.244713, 991.654408
396.109692, 990.356123
396.941279, 989.050381
397.741267, 987.738777
398.511451, 986.422907
399.253622, 985.104365
399.969574, 983.784747
400.661101, 982.465648
401.329996, 981.148664
401.978052, 979.835391
402.607062, 978.527423
403.218820, 977.226356
403.815119, 975.933785
404.397752, 974.651306
404.968512, 973.380515
405.529153, 972.122944
406.080530, 970.878704
406.622594, 969.646486
407.155258, 968.424916
407.678437, 967.212622
408.192044, 966.008230
408.695992, 964.810369
409.190194, 963.617664
409.674564, 962.428744
410.149016, 961.242236
410.613462, 960.056766
411.067817, 958.870962
411.511994, 957.683452
411.945905, 956.492863
412.369465, 955.297821
412.782588, 954.096954
413.185185, 952.888889
413.577172, 951.672254
413.958460, 950.445675
414.328965, 949.207780
414.688598, 947.957197
415.037274, 946.692551
415.374906, 945.412472
415.701408, 944.115585
416.016692, 942.800518
416.320672, 941.465899
416.613263, 940.110354
416.894376, 938.732510
417.163926, 937.330996
417.421826, 935.904438
417.667989, 934.451463
417.902329, 932.970699
418.124759, 931.460772
418.335194, 929.920311
418.533545, 928.347942
418.719727, 926.742293
418.893652, 925.101990
419.055236, 923.425662
419.204390, 921.711934
419.341028, 919.959435
419.465064, 918.166792
419.576411, 916.332631
419.674983, 914.455581
419.760692, 912.534268
419.833453, 910.567320
419.893179, 908.553363
419.939784, 906.491026
419.973179, 904.378935
419.993280, 902.215717
420.000000, 900.000000
